ACC X;ACC Y
0x87FE80B8;0xa4013894
0x84000018;0xa4009c51
0x8400a434;0xa40000f7
0x8400a434;0xa4013894
0x8400a434;0xa7fd90ed
0x840298ff;0xa7fd90ed
0x840298ff;0xa7fe2c2c
0x84000018;0xa7fe2c2c
0x8401f029;0xa7fec8e6
0x840298ff;0xa7ff6474
0x87ff5c11;0xa7fec8e6
0x84000018;0xa7ff6474
0x84014cfc;0xa40000f7
0x84000018;0xa7fec8e6
0x84000018;0xa40000f7
0x87ff5c11;0xa4009c51
0x87feb4d9;0xa7fec8e6
0x84000018;0xa40000f7
0x87fe10f5;0xa4013894
0x84000018;0xa40000f7
0x87ff5c11;0xa7ff6474
0x8400a434;0xa40000f7
0x84000018;0xa7fd90ed
0x87feb4d9;0xa4009c51
0x87feb4d9;0xa40000f7
0x87fe10f5;0xa7ff6474
0x84000018;0xa7ff6474
0x87ff5c11;0xa4009c51
0x87feb4d9;0xa4009c51
0x84000018;0xa40000f7
0x87ff5c11;0xa7ff6474
0x84014cfc;0xa40000f7
0x8400a434;0xa7fec8e6
0x87ff5c11;0xa4013894
0x84014cfc;0xa4013894
0x87fe10f5;0xa4009c51
0x8400a434;0xa4009c51
0x87fe10f5;0xa4013894
0x8400a434;0xa4009c51
0x8401f029;0xa4009c51
0x87ff5c11;0xa40000f7
0x84000018;0xa4009c51
0x87feb4d9;0xa4013894
0x84000018;0xa7ff6474
0x8400a434;0xa40000f7
0x84000018;0xa4009c51
0x8401f029;0xa40000f7
0x87ff5c11;0xa7fec8e6
0x87ff5c11;0xa4009c51
0x8400a434;0xa7fe2c2c
0x84000018;0xa7fec8e6
0x84000018;0xa7fe2c2c
0x84000018;0xa7fe2c2c
0x84014cfc;0xa7fe2c2c
0x8400a434;0xa7fe2c2c
0x84000018;0xa4009c51
0x8400a434;0xa4009c51
0x84014cfc;0xa7ff6474
0x87ff5c11;0xa7ff6474
0x8400a434;0xa40000f7
0x87fe10f5;0xa40000f7
0x87feb4d9;0xa7fe2c2c
0x84014cfc;0xa7ff6474
0x84000018;0xa40000f7
0x87ff5c11;0xa7ff6474
0x84014cfc;0xa40000f7
0x87ff5c11;0xa7fec8e6
0x8400a434;0xa40000f7
0x84000018;0xa4027031
0x87ff5c11;0xa4009c51
0x84000018;0xa401d409
0x8401f029;0xa40000f7
0x84000018;0xa40000f7
0x8401f029;0xa40000f7
0x8400a434;0xa40000f7
0x84000018;0xa4027031
0x84000018;0xa4009c51
0x84014cfc;0xa40000f7
0x84014cfc;0xa40000f7
0x8400a434;0xa40000f7
0x84000018;0xa401d409
0x84000018;0xa4009c51
0x87fe10f5;0xa40000f7
0x87fe10f5;0xa40000f7
0x8400a434;0xa40000f7
0x8400a434;0xa40000f7
0x87ff5c11;0xa7ff6474
0x8400a434;0xa4009c51
0x87ff5c11;0xa4013894
0x8401f029;0xa4009c51
0x8400a434;0xa4013894
0x8400a434;0xa7ff6474
0x84000018;0xa40000f7
0x84014cfc;0xa4013894
0x87fe10f5;0xa401d409
0x84000018;0xa40000f7
0x87fe10f5;0xa4009c51
0x87feb4d9;0xa40000f7
0x87ff5c11;0xa7ff6474
0x8400a434;0xa40000f7
0x87ff5c11;0xa7fec8e6
0x87feb4d9;0xa7fec8e6
0x87feb4d9;0xa7fec8e6
0x8400a434;0xa7ff6474
